id,tipo,materia,nivel,pergunta,alternativas,resposta_correta,indice_resposta_correta,explicacao,resposta_esperada
AB-383,resposta_escrita,Python,intermediário+,Explique para que serve o for. Responda com suas palavras e dê um exemplo. (variação 4),,,,,"for percorre sequências como listas, strings e ranges."
AB-384,resposta_escrita,Python,intermediário+,Explique para que serve o while. Responda com suas palavras e dê um exemplo. (variação 4),,,,,while repete um bloco enquanto uma condição for verdadeira.
AB-385,resposta_escrita,Python,intermediário+,Explique o que é indentação em Python. Responda com suas palavras e dê um exemplo. (variação 4),,,,,Indentação define blocos de código em Python.
AB-386,resposta_escrita,Python,intermediário+,Explique para que serve uma função. Responda com suas palavras e dê um exemplo. (variação 4),,,,,Função organiza e reutiliza código para executar uma tarefa específica.
AB-387,resposta_escrita,Python,intermediário+,Explique o que é dicionário em Python. Responda com suas palavras e dê um exemplo. (variação 4),,,,,Dicionário armazena pares de chave e valor.
AB-388,resposta_escrita,Python,intermediário+,Explique para que serve try/except. Responda com suas palavras e dê um exemplo. (variação 4),,,,,try/except trata erros para evitar que o programa pare inesperadamente.
AB-389,resposta_escrita,Python,intermediário+,Explique a diferença entre append() e insert(). Responda com suas palavras e dê um exemplo. (variação 4),,,,,append adiciona no final da lista; insert adiciona em uma posição específica.
AB-390,resposta_escrita,Python,intermediário+,Explique o que o operador % faz. Responda com suas palavras e dê um exemplo. (variação 4),,,,,% retorna o resto da divisão.
AB-391,resposta_escrita,Python,revisão,Explique a diferença entre lista e tupla. Responda com suas palavras e dê um exemplo. (variação 5),,,,,Lista é mutável; tupla é imutável.
AB-392,resposta_escrita,Python,revisão,Explique para que serve o input(). Responda com suas palavras e dê um exemplo. (variação 5),,,,,input lê dados digitados pelo usuário e retorna texto.
AB-393,resposta_escrita,Python,revisão,Explique para que serve o for. Responda com suas palavras e dê um exemplo. (variação 5),,,,,"for percorre sequências como listas, strings e ranges."
AB-394,resposta_escrita,Python,revisão,Explique para que serve o while. Responda com suas palavras e dê um exemplo. (variação 5),,,,,while repete um bloco enquanto uma condição for verdadeira.
AB-395,resposta_escrita,Python,revisão,Explique o que é indentação em Python. Responda com suas palavras e dê um exemplo. (variação 5),,,,,Indentação define blocos de código em Python.
AB-396,resposta_escrita,Python,revisão,Explique para que serve uma função. Responda com suas palavras e dê um exemplo. (variação 5),,,,,Função organiza e reutiliza código para executar uma tarefa específica.
AB-397,resposta_escrita,Python,revisão,Explique o que é dicionário em Python. Responda com suas palavras e dê um exemplo. (variação 5),,,,,Dicionário armazena pares de chave e valor.
AB-398,resposta_escrita,Python,revisão,Explique para que serve try/except. Responda com suas palavras e dê um exemplo. (variação 5),,,,,try/except trata erros para evitar que o programa pare inesperadamente.
AB-399,resposta_escrita,Python,revisão,Explique a diferença entre append() e insert(). Responda com suas palavras e dê um exemplo. (variação 5),,,,,append adiciona no final da lista; insert adiciona em uma posição específica.
AB-400,resposta_escrita,Python,revisão,Explique o que o operador % faz. Responda com suas palavras e dê um exemplo. (variação 5),,,,,% retorna o resto da divisão.
MC-401,multipla_escolha,Inglês Intermediário,iniciante,Qual alternativa completa: I have ____ finished my homework.,already | yet | never | soon,already,0,Already é comum em frases afirmativas com present perfect.,
MC-402,multipla_escolha,Inglês Intermediário,iniciante,Qual frase está no present perfect?,I have studied English. | I study English yesterday. | I am study English. | I studied English tomorrow.,I have studied English.,0,Have + particípio forma o present perfect.,
MC-403,multipla_escolha,Inglês Intermediário,iniciante,Qual alternativa significa 'embora'?,although | because | therefore | beside,although,0,Although significa embora.,
MC-404,multipla_escolha,Inglês Intermediário,iniciante,Qual opção completa: She has lived here ____ 2020.,since | for | during | until,since,0,Since é usado com ponto inicial no tempo.,
MC-405,multipla_escolha,Inglês Intermediário,iniciante,Qual opção completa: They have worked here ____ three years.,for | since | ago | until,for,0,For é usado com duração.,
MC-406,multipla_escolha,Inglês Intermediário,iniciante,Qual frase usa comparação corretamente?,This book is more interesting than that one. | This book is interestinger than that one. | This book is most interesting than that one. | This book is more interesting that that one.,This book is more interesting than that one.,0,More interesting than é a forma correta.,
MC-407,multipla_escolha,Inglês Intermediário,iniciante,Qual alternativa indica possibilidade?,might | must | should | have to,might,0,Might indica possibilidade.,
MC-408,multipla_escolha,Inglês Intermediário,iniciante,Qual alternativa indica conselho?,should | can | will | did,should,0,Should é usado para dar conselho.,
MC-409,multipla_escolha,Inglês Intermediário,iniciante,"Qual opção completa: If I study, I ____ pass the test.",will | would | was | did,will,0,"First conditional usa if + presente, will + verbo.",
MC-410,multipla_escolha,Inglês Intermediário,iniciante,Qual alternativa é phrasal verb de 'desistir'?,give up | look for | turn on | take off,give up,0,Give up significa desistir.,
MC-411,multipla_escolha,Inglês Intermediário,básico,Qual alternativa completa: I have ____ finished my homework. (variação 2),already | yet | never | soon,already,0,Already é comum em frases afirmativas com present perfect.,
MC-412,multipla_escolha,Inglês Intermediário,básico,Qual frase está no present perfect? (variação 2),I have studied English. | I study English yesterday. | I am study English. | I studied English tomorrow.,I have studied English.,0,Have + particípio forma o present perfect.,
MC-413,multipla_escolha,Inglês Intermediário,básico,Qual alternativa significa 'embora'? (variação 2),although | because | therefore | beside,although,0,Although significa embora.,
MC-414,multipla_escolha,Inglês Intermediário,básico,Qual opção completa: She has lived here ____ 2020. (variação 2),since | for | during | until,since,0,Since é usado com ponto inicial no tempo.,
MC-415,multipla_escolha,Inglês Intermediário,básico,Qual opção completa: They have worked here ____ three years. (variação 2),for | since | ago | until,for,0,For é usado com duração.,
MC-416,multipla_escolha,Inglês Intermediário,básico,Qual frase usa comparação corretamente? (variação 2),This book is more interesting than that one. | This book is interestinger than that one. | This book is most interesting than that one. | This book is more interesting that that one.,This book is more interesting than that one.,0,More interesting than é a forma correta.,
MC-417,multipla_escolha,Inglês Intermediário,básico,Qual alternativa indica possibilidade? (variação 2),might | must | should | have to,might,0,Might indica possibilidade.,
MC-418,multipla_escolha,Inglês Intermediário,básico,Qual alternativa indica conselho? (variação 2),should | can | will | did,should,0,Should é usado para dar conselho.,
MC-419,multipla_escolha,Inglês Intermediário,básico,"Qual opção completa: If I study, I ____ pass the test. (variação 2)",will | would | was | did,will,0,"First conditional usa if + presente, will + verbo.",
MC-420,multipla_escolha,Inglês Intermediário,básico,Qual alternativa é phrasal verb de 'desistir'? (variação 2),give up | look for | turn on | take off,give up,0,Give up significa desistir.,
MC-421,multipla_escolha,Inglês Intermediário,intermediário,Qual alternativa completa: I have ____ finished my homework. (variação 3),already | yet | never | soon,already,0,Already é comum em frases afirmativas com present perfect.,
MC-422,multipla_escolha,Inglês Intermediário,intermediário,Qual frase está no present perfect? (variação 3),I have studied English. | I study English yesterday. | I am study English. | I studied English tomorrow.,I have studied English.,0,Have + particípio forma o present perfect.,
MC-423,multipla_escolha,Inglês Intermediário,intermediário,Qual alternativa significa 'embora'? (variação 3),although | because | therefore | beside,although,0,Although significa embora.,
MC-424,multipla_escolha,Inglês Intermediário,intermediário,Qual opção completa: She has lived here ____ 2020. (variação 3),since | for | during | until,since,0,Since é usado com ponto inicial no tempo.,
MC-425,multipla_escolha,Inglês Intermediário,intermediário,Qual opção completa: They have worked here ____ three years. (variação 3),for | since | ago | until,for,0,For é usado com duração.,
MC-426,multipla_escolha,Inglês Intermediário,intermediário,Qual frase usa comparação corretamente? (variação 3),This book is more interesting than that one. | This book is interestinger than that one. | This book is most interesting than that one. | This book is more interesting that that one.,This book is more interesting than that one.,0,More interesting than é a forma correta.,
MC-427,multipla_escolha,Inglês Intermediário,intermediário,Qual alternativa indica possibilidade? (variação 3),might | must | should | have to,might,0,Might indica possibilidade.,
MC-428,multipla_escolha,Inglês Intermediário,intermediário,Qual alternativa indica conselho? (variação 3),should | can | will | did,should,0,Should é usado para dar conselho.,
MC-429,multipla_escolha,Inglês Intermediário,intermediário,"Qual opção completa: If I study, I ____ pass the test. (variação 3)",will | would | was | did,will,0,"First conditional usa if + presente, will + verbo.",
MC-430,multipla_escolha,Inglês Intermediário,intermediário,Qual alternativa é phrasal verb de 'desistir'? (variação 3),give up | look for | turn on | take off,give up,0,Give up significa desistir.,
MC-431,multipla_escolha,Inglês Intermediário,intermediário+,Qual alternativa completa: I have ____ finished my homework. (variação 4),already | yet | never | soon,already,0,Already é comum em frases afirmativas com present perfect.,
MC-432,multipla_escolha,Inglês Intermediário,intermediário+,Qual frase está no present perfect? (variação 4),I have studied English. | I study English yesterday. | I am study English. | I studied English tomorrow.,I have studied English.,0,Have + particípio forma o present perfect.,
MC-433,multipla_escolha,Inglês Intermediário,intermediário+,Qual alternativa significa 'embora'? (variação 4),although | because | therefore | beside,although,0,Although significa embora.,
MC-434,multipla_escolha,Inglês Intermediário,intermediário+,Qual opção completa: She has lived here ____ 2020. (variação 4),since | for | during | until,since,0,Since é usado com ponto inicial no tempo.,
MC-435,multipla_escolha,Inglês Intermediário,intermediário+,Qual opção completa: They have worked here ____ three years. (variação 4),for | since | ago | until,for,0,For é usado com duração.,
MC-436,multipla_escolha,Inglês Intermediário,intermediário+,Qual frase usa comparação corretamente? (variação 4),This book is more interesting than that one. | This book is interestinger than that one. | This book is most interesting than that one. | This book is more interesting that that one.,This book is more interesting than that one.,0,More interesting than é a forma correta.,
MC-437,multipla_escolha,Inglês Intermediário,intermediário+,Qual alternativa indica possibilidade? (variação 4),might | must | should | have to,might,0,Might indica possibilidade.,
MC-438,multipla_escolha,Inglês Intermediário,intermediário+,Qual alternativa indica conselho? (variação 4),should | can | will | did,should,0,Should é usado para dar conselho.,
MC-439,multipla_escolha,Inglês Intermediário,intermediário+,"Qual opção completa: If I study, I ____ pass the test. (variação 4)",will | would | was | did,will,0,"First conditional usa if + presente, will + verbo.",
MC-440,multipla_escolha,Inglês Intermediário,intermediário+,Qual alternativa é phrasal verb de 'desistir'? (variação 4),give up | look for | turn on | take off,give up,0,Give up significa desistir.,
MC-441,multipla_escolha,Inglês Intermediário,revisão,Qual alternativa completa: I have ____ finished my homework. (variação 5),already | yet | never | soon,already,0,Already é comum em frases afirmativas com present perfect.,
MC-442,multipla_escolha,Inglês Intermediário,revisão,Qual frase está no present perfect? (variação 5),I have studied English. | I study English yesterday. | I am study English. | I studied English tomorrow.,I have studied English.,0,Have + particípio forma o present perfect.,
MC-443,multipla_escolha,Inglês Intermediário,revisão,Qual alternativa significa 'embora'? (variação 5),although | because | therefore | beside,although,0,Although significa embora.,
MC-444,multipla_escolha,Inglês Intermediário,revisão,Qual opção completa: She has lived here ____ 2020. (variação 5),since | for | during | until,since,0,Since é usado com ponto inicial no tempo.,
MC-445,multipla_escolha,Inglês Intermediário,revisão,Qual opção completa: They have worked here ____ three years. (variação 5),for | since | ago | until,for,0,For é usado com duração.,
MC-446,multipla_escolha,Inglês Intermediário,revisão,Qual frase usa comparação corretamente? (variação 5),This book is more interesting than that one. | This book is interestinger than that one. | This book is most interesting than that one. | This book is more interesting that that one.,This book is more interesting than that one.,0,More interesting than é a forma correta.,
MC-447,multipla_escolha,Inglês Intermediário,revisão,Qual alternativa indica possibilidade? (variação 5),might | must | should | have to,might,0,Might indica possibilidade.,
MC-448,multipla_escolha,Inglês Intermediário,revisão,Qual alternativa indica conselho? (variação 5),should | can | will | did,should,0,Should é usado para dar conselho.,
MC-449,multipla_escolha,Inglês Intermediário,revisão,"Qual opção completa: If I study, I ____ pass the test. (variação 5)",will | would | was | did,will,0,"First conditional usa if + presente, will + verbo.",
MC-450,multipla_escolha,Inglês Intermediário,revisão,Qual alternativa é phrasal verb de 'desistir'? (variação 5),give up | look for | turn on | take off,give up,0,Give up significa desistir.,
AB-451,resposta_escrita,Inglês Intermediário,iniciante,Explique quando usar since e for.,,,,,Since é usado com ponto inicial no tempo; for é usado com duração.
AB-452,resposta_escrita,Inglês Intermediário,iniciante,Explique a estrutura básica do present perfect.,,,,,Sujeito + have/has + particípio do verbo.
AB-453,resposta_escrita,Inglês Intermediário,iniciante,Explique a diferença entre already e yet.,,,,,Already é usado para algo já feito; yet é usado em perguntas e negativas para algo ainda não concluído.
AB-454,resposta_escrita,Inglês Intermediário,iniciante,Explique quando usar should.,,,,,"Should é usado para conselho, recomendação ou opinião."
AB-455,resposta_escrita,Inglês Intermediário,iniciante,Explique quando usar might.,,,,,Might expressa possibilidade.
AB-456,resposta_escrita,Inglês Intermediário,iniciante,Explique a estrutura do first conditional.,,,,,"If + presente simples, will + verbo base."
AB-457,resposta_escrita,Inglês Intermediário,iniciante,Explique a diferença entre much e many.,,,,,Much é usado com incontáveis; many com contáveis.
AB-458,resposta_escrita,Inglês Intermediário,iniciante,Explique o que são phrasal verbs.,,,,,São combinações de verbo com preposição/advérbio que criam novo significado.
AB-459,resposta_escrita,Inglês Intermediário,iniciante,Explique a diferença entre make e do.,,,,,Make geralmente indica criar/produzir; do indica executar atividade ou tarefa.
AB-460,resposta_escrita,Inglês Intermediário,iniciante,Explique a diferença entre fewer e less.,,,,,Fewer é usado com contáveis; less com incontáveis.
AB-461,resposta_escrita,Inglês Intermediário,básico,Explique quando usar since e for. Responda com suas palavras e dê um exemplo. (variação 2),,,,,Since é usado com ponto inicial no tempo; for é usado com duração.
AB-462,resposta_escrita,Inglês Intermediário,básico,Explique a estrutura básica do present perfect. Responda com suas palavras e dê um exemplo. (variação 2),,,,,Sujeito + have/has + particípio do verbo.
AB-463,resposta_escrita,Inglês Intermediário,básico,Explique a diferença entre already e yet. Responda com suas palavras e dê um exemplo. (variação 2),,,,,Already é usado para algo já feito; yet é usado em perguntas e negativas para algo ainda não concluído.
AB-464,resposta_escrita,Inglês Intermediário,básico,Explique quando usar should. Responda com suas palavras e dê um exemplo. (variação 2),,,,,"Should é usado para conselho, recomendação ou opinião."
AB-465,resposta_escrita,Inglês Intermediário,básico,Explique quando usar might. Responda com suas palavras e dê um exemplo. (variação 2),,,,,Might expressa possibilidade.
AB-466,resposta_escrita,Inglês Intermediário,básico,Explique a estrutura do first conditional. Responda com suas palavras e dê um exemplo. (variação 2),,,,,"If + presente simples, will + verbo base."
AB-467,resposta_escrita,Inglês Intermediário,básico,Explique a diferença entre much e many. Responda com suas palavras e dê um exemplo. (variação 2),,,,,Much é usado com incontáveis; many com contáveis.
AB-468,resposta_escrita,Inglês Intermediário,básico,Explique o que são phrasal verbs. Responda com suas palavras e dê um exemplo. (variação 2),,,,,São combinações de verbo com preposição/advérbio que criam novo significado.
AB-469,resposta_escrita,Inglês Intermediário,básico,Explique a diferença entre make e do. Responda com suas palavras e dê um exemplo. (variação 2),,,,,Make geralmente indica criar/produzir; do indica executar atividade ou tarefa.
AB-470,resposta_escrita,Inglês Intermediário,básico,Explique a diferença entre fewer e less. Responda com suas palavras e dê um exemplo. (variação 2),,,,,Fewer é usado com contáveis; less com incontáveis.
AB-471,resposta_escrita,Inglês Intermediário,intermediário,Explique quando usar since e for. Responda com suas palavras e dê um exemplo. (variação 3),,,,,Since é usado com ponto inicial no tempo; for é usado com duração.
AB-472,resposta_escrita,Inglês Intermediário,intermediário,Explique a estrutura básica do present perfect. Responda com suas palavras e dê um exemplo. (variação 3),,,,,Sujeito + have/has + particípio do verbo.
AB-473,resposta_escrita,Inglês Intermediário,intermediário,Explique a diferença entre already e yet. Responda com suas palavras e dê um exemplo. (variação 3),,,,,Already é usado para algo já feito; yet é usado em perguntas e negativas para algo ainda não concluído.
AB-474,resposta_escrita,Inglês Intermediário,intermediário,Explique quando usar should. Responda com suas palavras e dê um exemplo. (variação 3),,,,,"Should é usado para conselho, recomendação ou opinião."
AB-475,resposta_escrita,Inglês Intermediário,intermediário,Explique quando usar might. Responda com suas palavras e dê um exemplo. (variação 3),,,,,Might expressa possibilidade.
AB-476,resposta_escrita,Inglês Intermediário,intermediário,Explique a estrutura do first conditional. Responda com suas palavras e dê um exemplo. (variação 3),,,,,"If + presente simples, will + verbo base."
AB-477,resposta_escrita,Inglês Intermediário,intermediário,Explique a diferença entre much e many. Responda com suas palavras e dê um exemplo. (variação 3),,,,,Much é usado com incontáveis; many com contáveis.
AB-478,resposta_escrita,Inglês Intermediário,intermediário,Explique o que são phrasal verbs. Responda com suas palavras e dê um exemplo. (variação 3),,,,,São combinações de verbo com preposição/advérbio que criam novo significado.
AB-479,resposta_escrita,Inglês Intermediário,intermediário,Explique a diferença entre make e do. Responda com suas palavras e dê um exemplo. (variação 3),,,,,Make geralmente indica criar/produzir; do indica executar atividade ou tarefa.
AB-480,resposta_escrita,Inglês Intermediário,intermediário,Explique a diferença entre fewer e less. Responda com suas palavras e dê um exemplo. (variação 3),,,,,Fewer é usado com contáveis; less com incontáveis.
AB-481,resposta_escrita,Inglês Intermediário,intermediário+,Explique quando usar since e for. Responda com suas palavras e dê um exemplo. (variação 4),,,,,Since é usado com ponto inicial no tempo; for é usado com duração.
AB-482,resposta_escrita,Inglês Intermediário,intermediário+,Explique a estrutura básica do present perfect. Responda com suas palavras e dê um exemplo. (variação 4),,,,,Sujeito + have/has + particípio do verbo.
AB-483,resposta_escrita,Inglês Intermediário,intermediário+,Explique a diferença entre already e yet. Responda com suas palavras e dê um exemplo. (variação 4),,,,,Already é usado para algo já feito; yet é usado em perguntas e negativas para algo ainda não concluído.
AB-484,resposta_escrita,Inglês Intermediário,intermediário+,Explique quando usar should. Responda com suas palavras e dê um exemplo. (variação 4),,,,,"Should é usado para conselho, recomendação ou opinião."
AB-485,resposta_escrita,Inglês Intermediário,intermediário+,Explique quando usar might. Responda com suas palavras e dê um exemplo. (variação 4),,,,,Might expressa possibilidade.
AB-486,resposta_escrita,Inglês Intermediário,intermediário+,Explique a estrutura do first conditional. Responda com suas palavras e dê um exemplo. (variação 4),,,,,"If + presente simples, will + verbo base."
AB-487,resposta_escrita,Inglês Intermediário,intermediário+,Explique a diferença entre much e many. Responda com suas palavras e dê um exemplo. (variação 4),,,,,Much é usado com incontáveis; many com contáveis.
AB-488,resposta_escrita,Inglês Intermediário,intermediário+,Explique o que são phrasal verbs. Responda com suas palavras e dê um exemplo. (variação 4),,,,,São combinações de verbo com preposição/advérbio que criam novo significado.
AB-489,resposta_escrita,Inglês Intermediário,intermediário+,Explique a diferença entre make e do. Responda com suas palavras e dê um exemplo. (variação 4),,,,,Make geralmente indica criar/produzir; do indica executar atividade ou tarefa.
AB-490,resposta_escrita,Inglês Intermediário,intermediário+,Explique a diferença entre fewer e less. Responda com suas palavras e dê um exemplo. (variação 4),,,,,Fewer é usado com contáveis; less com incontáveis.
AB-491,resposta_escrita,Inglês Intermediário,revisão,Explique quando usar since e for. Responda com suas palavras e dê um exemplo. (variação 5),,,,,Since é usado com ponto inicial no tempo; for é usado com duração.
AB-492,resposta_escrita,Inglês Intermediário,revisão,Explique a estrutura básica do present perfect. Responda com suas palavras e dê um exemplo. (variação 5),,,,,Sujeito + have/has + particípio do verbo.
AB-493,resposta_escrita,Inglês Intermediário,revisão,Explique a diferença entre already e yet. Responda com suas palavras e dê um exemplo. (variação 5),,,,,Already é usado para algo já feito; yet é usado em perguntas e negativas para algo ainda não concluído.
AB-494,resposta_escrita,Inglês Intermediário,revisão,Explique quando usar should. Responda com suas palavras e dê um exemplo. (variação 5),,,,,"Should é usado para conselho, recomendação ou opinião."
AB-495,resposta_escrita,Inglês Intermediário,revisão,Explique quando usar might. Responda com suas palavras e dê um exemplo. (variação 5),,,,,Might expressa possibilidade.
AB-496,resposta_escrita,Inglês Intermediário,revisão,Explique a estrutura do first conditional. Responda com suas palavras e dê um exemplo. (variação 5),,,,,"If + presente simples, will + verbo base."
AB-497,resposta_escrita,Inglês Intermediário,revisão,Explique a diferença entre much e many. Responda com suas palavras e dê um exemplo. (variação 5),,,,,Much é usado com incontáveis; many com contáveis.
AB-498,resposta_escrita,Inglês Intermediário,revisão,Explique o que são phrasal verbs. Responda com suas palavras e dê um exemplo. (variação 5),,,,,São combinações de verbo com preposição/advérbio que criam novo significado.
AB-499,resposta_escrita,Inglês Intermediário,revisão,Explique a diferença entre make e do. Responda com suas palavras e dê um exemplo. (variação 5),,,,,Make geralmente indica criar/produzir; do indica executar atividade ou tarefa.
AB-500,resposta_escrita,Inglês Intermediário,revisão,Explique a diferença entre fewer e less. Responda com suas palavras e dê um exemplo. (variação 5),,,,,Fewer é usado com contáveis; less com incontáveis.
